i,j,n,value
2,8,56,6.355677395436865
2,8,57,6.949866897021427
2,8,58,7.594515659218899
2,8,59,8.283182564689941
2,9,0,8.544091512607519
2,9,1,10.5
2,9,2,11.198833916527798
2,9,3,11.89068531556543
2,9,4,12.568641446629377
2,9,5,13.225928396160555
2,9,6,13.85597877022942
2,9,7,14.452497313765246
2,9,8,15.009523810663836
2,9,9,15.521492636296658
2,9,10,15.983288367392383
2,9,11,16.390296893655275
2,9,12,16.738451520430047
2,9,13,17.024273601770584
2,9,14,17.244907297920353
2,9,15,17.39814810991922
2,9,16,17.482464906228383
2,9,17,17.497015221290535
2,9,18,17.44165367316728
2,9,19,17.316933416147364
2,9,20,17.1241006138119
2,9,21,16.865081987779774
2,9,22,16.542465566542116
2,9,23,16.15947482673713
2,9,24,15.719936485237042
2,9,25,15.228242263858057
2,9,26,14.689305008727695
2,9,27,14.10850960275025
2,9,28,13.49165916163681
2,9,29,12.844917051091336
2,9,30,12.174745304497876
2,9,31,11.48784005641907
2,9,32,10.791064637033033
2,9,33,10.091380996006938
2,9,34,9.395780140997262
2,9,35,8.71121228581218
2,9,36,8.04451740617266
2,9,37,7.402356896936033
2,9,38,6.791147013640546
2,9,39,6.216994763400968
2,9,40,5.685636885712183
2,9,41,5.202382532844502
2,9,42,4.772060222549128
2,9,43,4.398969593104883
2,9,44,4.086838442753816
2,9,45,3.838785482773387
2,9,46,3.657289176344321
2,9,47,3.544162974565749
2,9,48,3.500537197051294
2,9,49,3.5268477381491152
2,9,50,3.6228317116296727
2,9,51,3.787530077358031
2,9,52,4.019297223705873
2,9,53,4.315817409958928
2,9,54,4.674127904432691
2,9,55,5.09064858710809
2,9,56,5.561217721007257
2,9,57,6.081133534893748
2,9,58,6.645201201816537
2,9,59,7.247784744103699
2,10,0,8.544091512607519
2,10,1,10.5
2,10,2,11.198833916527798
2,10,3,11.89068531556543
2,10,4,12.568641446629377
2,10,5,13.225928396160555
2,10,6,13.85597877022942
2,10,7,14.452497313765246
2,10,8,15.009523810663836
2,10,9,15.521492636296658
2,10,10,15.983288367392383
2,10,11,16.390296893655275
2,10,12,16.738451520430047
2,10,13,17.024273601770584
2,10,14,17.244907297920353
2,10,15,17.39814810991922
2,10,16,17.482464906228383
2,10,17,17.497015221290535
2,10,18,17.44165367316728
2,10,19,17.316933416147364
2,10,20,17.1241006138119
2,10,21,16.865081987779774
2,10,22,16.542465566542116
2,10,23,16.15947482673713
2,10,24,15.719936485237042
2,10,25,15.228242263858057
2,10,26,14.689305008727695
2,10,27,14.10850960275025
2,10,28,13.49165916163681
2,10,29,12.844917051091336
2,10,30,12.174745304497876
2,10,31,11.48784005641907
2,10,32,10.791064637033033
2,10,33,10.091380996006938
2,10,34,9.395780140997262
2,10,35,8.71121228581218
2,10,36,8.04451740617266
2,10,37,7.402356896936033
2,10,38,6.791147013640546
2,10,39,6.216994763400968
2,10,40,5.685636885712183
2,10,41,5.202382532844502
2,10,42,4.772060222549128
2,10,43,4.398969593104883
2,10,44,4.086838442753816
2,10,45,3.838785482773387
2,10,46,3.657289176344321
2,10,47,3.544162974565749
2,10,48,3.500537197051294
2,10,49,3.5268477381491152
2,10,50,3.6228317116296727
2,10,51,3.787530077358031
2,10,52,4.019297223705873
2,10,53,4.315817409958928
2,10,54,4.674127904432691
2,10,55,5.09064858710809
2,10,56,5.561217721007257
2,10,57,6.081133534893748
2,10,58,6.645201201816537
2,10,59,7.247784744103699
2,11,0,7.323507010806445
2,11,1,9.0
2,11,2,9.599000499880969
2,11,3,10.192015984770368
2,11,4,10.773121239968038
2,11,5,11.336510053851903
2,11,6,11.876553231625218
2,11,7,12.387854840370212
2,11,8,12.865306123426146
2,11,9,13.304136545397135
2,11,10,13.6999614577649
2,11,11,14.04882590884738
2,11,12,14.347244160368612
2,11,13,14.592234515803359
2,11,14,14.781349112503158
2,11,15,14.91269837993076
2,11,16,14.984969919624326
2,11,17,14.99744161824903
2,11,18,14.949988862714813
2,11,19,14.84308578526917
2,11,20,14.677800526124487
2,11,21,14.455784560954092
2,11,22,14.179256199893242
2,11,23,13.85097842291754
2,11,24,13.474231273060322
2,11,25,13.052779083306906
2,11,26,12.590832864623739
2,11,27,12.093008230928785
2,11,28,11.564279281402978
2,11,29,11.009928900935432
2,11,30,10.435495975283894
2,11,31,9.846720048359202
2,11,32,9.249483974599743
2,11,33,8.649755139434518
2,11,34,8.05352583514051
2,11,35,7.466753387839013
2,11,36,6.895300633862281
2,11,37,6.344877340230886
2,11,38,5.820983154549039
2,11,39,5.328852654343686
2,11,40,4.873403044896158
2,11,41,4.45918502815243
2,11,42,4.0903373336135385
2,11,43,3.770545365518471
2,11,44,3.5030043795032704
2,11,45,3.2903875566629033
2,11,46,3.134819294009418
2,11,47,3.0378539781992133
2,11,48,3.000460454615395
2,11,49,3.023012346984956
2,11,50,3.105284324254005
2,11,51,3.2464543520211695
2,11,52,3.4451119060336053
2,11,53,3.6992720656790814
2,11,54,4.006395346656593
2,11,55,4.363413074664077
2,11,56,4.766758046577649
2,11,57,5.2124001727660705
2,11,58,5.6958867444141745
2,11,59,6.212386923517456
2,12,0,7.323507010806445
2,12,1,9.0
2,12,2,9.599000499880969
2,12,3,10.192015984770368
2,12,4,10.773121239968038
2,12,5,11.336510053851903
2,12,6,11.876553231625218
2,12,7,12.387854840370212
2,12,8,12.865306123426146
2,12,9,13.304136545397135
2,12,10,13.6999614577649
2,12,11,14.04882590884738
2,12,12,14.347244160368612
2,12,13,14.592234515803359
2,12,14,14.781349112503158
2,12,15,14.91269837993076
2,12,16,14.984969919624326
2,12,17,14.99744161824903
2,12,18,14.949988862714813
2,12,19,14.84308578526917
2,12,20,14.677800526124487
2,12,21,14.455784560954092
2,12,22,14.179256199893242
2,12,23,13.85097842291754
2,12,24,13.474231273060322
2,12,25,13.052779083306906
2,12,26,12.590832864623739
2,12,27,12.093008230928785
2,12,28,11.564279281402978
2,12,29,11.009928900935432
2,12,30,10.435495975283894
2,12,31,9.846720048359202
2,12,32,9.249483974599743
2,12,33,8.649755139434518
2,12,34,8.05352583514051
2,12,35,7.466753387839013
2,12,36,6.895300633862281
2,12,37,6.344877340230886
2,12,38,5.820983154549039
2,12,39,5.328852654343686
2,12,40,4.873403044896158
2,12,41,4.45918502815243
2,12,42,4.0903373336135385
2,12,43,3.770545365518471
2,12,44,3.5030043795032704
2,12,45,3.2903875566629033
2,12,46,3.134819294009418
2,12,47,3.0378539781992133
2,12,48,3.000460454615395
2,12,49,3.023012346984956
2,12,50,3.105284324254005
2,12,51,3.2464543520211695
2,12,52,3.4451119060336053
2,12,53,3.6992720656790814
2,12,54,4.006395346656593
2,12,55,4.363413074664077
2,12,56,4.766758046577649
2,12,57,5.2124001727660705
2,12,58,5.6958867444141745
2,12,59,6.212386923517456
2,13,0,8.544091512607519
2,13,1,10.5
2,13,2,11.198833916527798
2,13,3,11.89068531556543
2,13,4,12.568641446629377
2,13,5,13.225928396160555
2,13,6,13.85597877022942
2,13,7,14.452497313765246
2,13,8,15.009523810663836
2,13,9,15.521492636296658
2,13,10,15.983288367392383
2,13,11,16.390296893655275
2,13,12,16.738451520430047
2,13,13,17.024273601770584
2,13,14,17.244907297920353
2,13,15,17.39814810991922
2,13,16,17.482464906228383
2,13,17,17.497015221290535
2,13,18,17.44165367316728
2,13,19,17.316933416147364
2,13,20,17.1241006138119
2,13,21,16.865081987779774
2,13,22,16.542465566542116
2,13,23,16.15947482673713
2,13,24,15.719936485237042
2,13,25,15.228242263858057
2,13,26,14.689305008727695
2,13,27,14.10850960275025
2,13,28,13.49165916163681
2,13,29,12.844917051091336
2,13,30,12.174745304497876
2,13,31,11.48784005641907
2,13,32,10.791064637033033
2,13,33,10.091380996006938
2,13,34,9.395780140997262
2,13,35,8.71121228581218
2,13,36,8.04451740617266
2,13,37,7.402356896936033
2,13,38,6.791147013640546
2,13,39,6.216994763400968
2,13,40,5.685636885712183
2,13,41,5.202382532844502
2,13,42,4.772060222549128
2,13,43,4.398969593104883
2,13,44,4.086838442753816
2,13,45,3.838785482773387
2,13,46,3.657289176344321
2,13,47,3.544162974565749
2,13,48,3.500537197051294
2,13,49,3.5268477381491152
2,13,50,3.6228317116296727
2,13,51,3.787530077358031
2,13,52,4.019297223705873
2,13,53,4.315817409958928
2,13,54,4.674127904432691
2,13,55,5.09064858710809
2,13,56,5.561217721007257
2,13,57,6.081133534893748
2,13,58,6.645201201816537
2,13,59,7.247784744103699
2,14,0,6.102922509005371
2,14,1,7.5
2,14,2,7.999167083234141
2,14,3,8.493346653975307
2,14,4,8.977601033306698
2,14,5,9.447091711543253
2,14,6,9.897127693021016
2,14,7,10.323212366975177
2,14,8,10.721088436188456
2,14,9,11.086780454497614
2,14,10,11.416634548137417
2,14,11,11.707354924039484
2,14,12,11.956036800307178
2,14,13,12.160195429836131
2,14,14,12.317790927085966
2,14,15,12.4272486499423
2,14,16,12.487474933020273
2,14,17,12.497868015207525
2,14,18,12.458324052262345
2,14,19,12.369238154390976
2,14,20,12.231500438437074
2,14,21,12.046487134128409
2,14,22,11.81604683324437
2,14,23,11.54248201909795
2,14,24,11.2285260608836
2,14,25,10.877315902755756
2,14,26,10.492360720519782
2,14,27,10.077506859107322
2,14,28,9.63689940116915
2,14,29,9.174940750779525
2,14,30,8.696246646069913
2,14,31,8.205600040299336
2,14,32,7.707903312166452
2,14,33,7.2081292828620995
2,14,34,6.711271529283759
2,14,35,6.222294489865844
2,14,36,5.7460838615519005
2,14,37,5.287397783525738
2,14,38,4.850819295457533
2,14,39,4.4407105452864055
2,14,40,4.061169204080131
2,14,41,3.7159875234603583
2,14,42,3.4086144446779487
2,14,43,3.142121137932059
2,14,44,2.9191703162527256
2,14,45,2.7419896305524194
2,14,46,2.612349411674515
2,14,47,2.531544981832678
2,14,48,2.500383712179496
2,14,49,2.5191769558207966
2,14,50,2.5877369368783376
2,14,51,2.7053786266843076
2,14,52,2.8709265883613377
2,14,53,3.082726721399234
2,14,54,3.3386627888804936
2,14,55,3.6361775622200643
2,14,56,3.9722983721480403
2,14,57,4.343666810638392
2,14,58,4.746572287011812
2,14,59,5.176989102931213
3,0,0,6.102922509005371
3,0,1,7.5
3,0,2,7.999167083234141
3,0,3,8.493346653975307
3,0,4,8.977601033306698
3,0,5,9.447091711543253
3,0,6,9.897127693021016
3,0,7,10.323212366975177
3,0,8,10.721088436188456
3,0,9,11.086780454497614
3,0,10,11.416634548137417
3,0,11,11.707354924039484
3,0,12,11.956036800307178
3,0,13,12.160195429836131
3,0,14,12.317790927085966
3,0,15,12.4272486499423
3,0,16,12.487474933020273
3,0,17,12.497868015207525
3,0,18,12.458324052262345
3,0,19,12.369238154390976
3,0,20,12.231500438437074
3,0,21,12.046487134128409
3,0,22,11.81604683324437
3,0,23,11.54248201909795
3,0,24,11.2285260608836
3,0,25,10.877315902755756
3,0,26,10.492360720519782
3,0,27,10.077506859107322
3,0,28,9.63689940116915
3,0,29,9.174940750779525
3,0,30,8.696246646069913
3,0,31,8.205600040299336
3,0,32,7.707903312166452
3,0,33,7.2081292828620995
3,0,34,6.711271529283759
3,0,35,6.222294489865844
3,0,36,5.7460838615519005
3,0,37,5.287397783525738
3,0,38,4.850819295457533
3,0,39,4.4407105452864055
3,0,40,4.061169204080131
3,0,41,3.7159875234603583
3,0,42,3.4086144446779487
3,0,43,3.142121137932059
3,0,44,2.9191703162527256
3,0,45,2.7419896305524194
3,0,46,2.612349411674515
3,0,47,2.531544981832678
3,0,48,2.500383712179496
3,0,49,2.5191769558207966
3,0,50,2.5877369368783376
3,0,51,2.7053786266843076
3,0,52,2.8709265883613377
3,0,53,3.082726721399234
3,0,54,3.3386627888804936
3,0,55,3.6361775622200643
3,0,56,3.9722983721480403
3,0,57,4.343666810638392
3,0,58,4.746572287011812
3,0,59,5.176989102931213
3,1,0,9.764676014408593
3,1,1,12.0
3,1,2,12.798667333174626
3,1,3,13.58935464636049
3,1,4,14.364161653290717
3,1,5,15.115346738469205
3,1,6,15.835404308833624
3,1,7,16.517139787160282
3,1,8,17.153741497901528
3,1,9,17.73884872719618
3,1,10,18.266615277019866
3,1,11,18.731767878463174
3,1,12,19.129658880491483
3,1,13,19.45631268773781
3,1,14,19.708465483337545
3,1,15,19.88359783990768
3,1,16,19.979959892832436
3,1,17,19.99658882433204
3,1,18,19.93331848361975
3,1,19,19.79078104702556
3,1,20,19.570400701499317
3,1,21,19.274379414605455
3,1,22,18.90567493319099
3,1,23,18.46797123055672
3,1,24,17.965641697413762
3,1,25,17.40370544440921
3,1,26,16.78777715283165
3,1,27,16.124010974571714
3,1,28,15.419039041870638
3,1,29,14.67990520124724
3,1,30,13.913994633711859
3,1,31,13.128960064478937
3,1,32,12.332645299466323
3,1,33,11.533006852579359
3,1,34,10.738034446854014
3,1,35,9.95567118378535
3,1,36,9.19373417848304
3,1,37,8.45983645364118
3,1,38,7.761310872732053
3,1,39,7.105136872458249
3,1,40,6.49787072652821
3,1,41,5.9455800375365735
3,1,42,5.453783111484718
3,1,43,5.0273938206912945
3,1,44,4.670672506004361
3,1,45,4.387183408883871
3,1,46,4.179759058679224
3,1,47,4.050471970932285
3,1,48,4.000613939487193
3,1,49,4.0306831293132745
3,1,50,4.14037909900534
3,1,51,4.328605802694892
3,1,52,4.59348254137814
3,1,53,4.932362754238775
3,1,54,5.34186046220879
3,1,55,5.817884099552103
3,1,56,6.355677395436865
3,1,57,6.949866897021427
3,1,58,7.594515659218899
3,1,59,8.283182564689941
3,2,0,6.102922509005371
3,2,1,7.5
3,2,2,7.999167083234141
3,2,3,8.493346653975307
3,2,4,8.977601033306698
3,2,5,9.447091711543253
3,2,6,9.897127693021016
3,2,7,10.323212366975177
3,2,8,10.721088436188456
3,2,9,11.086780454497614
3,2,10,11.416634548137417
3,2,11,11.707354924039484
3,2,12,11.956036800307178
3,2,13,12.160195429836131
3,2,14,12.317790927085966
3,2,15,12.4272486499423
3,2,16,12.487474933020273
3,2,17,12.497868015207525
3,2,18,12.458324052262345
3,2,19,12.369238154390976
3,2,20,12.231500438437074
3,2,21,12.046487134128409
3,2,22,11.81604683324437
3,2,23,11.54248201909795
3,2,24,11.2285260608836
3,2,25,10.877315902755756
3,2,26,10.492360720519782
3,2,27,10.077506859107322
3,2,28,9.63689940116915
3,2,29,9.174940750779525
3,2,30,8.696246646069913
3,2,31,8.205600040299336
3,2,32,7.707903312166452
3,2,33,7.2081292828620995
3,2,34,6.711271529283759
3,2,35,6.222294489865844
3,2,36,5.7460838615519005
3,2,37,5.287397783525738
3,2,38,4.850819295457533
3,2,39,4.4407105452864055
3,2,40,4.061169204080131
3,2,41,3.7159875234603583
3,2,42,3.4086144446779487
3,2,43,3.142121137932059
3,2,44,2.9191703162527256
3,2,45,2.7419896305524194
3,2,46,2.612349411674515
3,2,47,2.531544981832678
3,2,48,2.500383712179496
3,2,49,2.5191769558207966
3,2,50,2.5877369368783376
3,2,51,2.7053786266843076
3,2,52,2.8709265883613377
3,2,53,3.082726721399234
3,2,54,3.3386627888804936
3,2,55,3.6361775622200643
3,2,56,3.9722983721480403
3,2,57,4.343666810638392
3,2,58,4.746572287011812
3,2,59,5.176989102931213
3,3,0,8.544091512607519
3,3,1,10.5
3,3,2,11.198833916527798
3,3,3,11.89068531556543
3,3,4,12.568641446629377
3,3,5,13.225928396160555
3,3,6,13.85597877022942
3,3,7,14.452497313765246
3,3,8,15.009523810663836
3,3,9,15.521492636296658
3,3,10,15.983288367392383
3,3,11,16.390296893655275
3,3,12,16.738451520430047
3,3,13,17.024273601770584
3,3,14,17.244907297920353
3,3,15,17.39814810991922
3,3,16,17.482464906228383
3,3,17,17.497015221290535
3,3,18,17.44165367316728
3,3,19,17.316933416147364
3,3,20,17.1241006138119
3,3,21,16.865081987779774
3,3,22,16.542465566542116
3,3,23,16.15947482673713
3,3,24,15.719936485237042
3,3,25,15.228242263858057
3,3,26,14.689305008727695
3,3,27,14.10850960275025
3,3,28,13.49165916163681
3,3,29,12.844917051091336
3,3,30,12.174745304497876
3,3,31,11.48784005641907
3,3,32,10.791064637033033
3,3,33,10.091380996006938
3,3,34,9.395780140997262
3,3,35,8.71121228581218
3,3,36,8.04451740617266
3,3,37,7.402356896936033
3,3,38,6.791147013640546
3,3,39,6.216994763400968
3,3,40,5.685636885712183
3,3,41,5.202382532844502
3,3,42,4.772060222549128
3,3,43,4.398969593104883
3,3,44,4.086838442753816
3,3,45,3.838785482773387
3,3,46,3.657289176344321
3,3,47,3.544162974565749
3,3,48,3.500537197051294
3,3,49,3.5268477381491152
3,3,50,3.6228317116296727
3,3,51,3.787530077358031
3,3,52,4.019297223705873
3,3,53,4.315817409958928
3,3,54,4.674127904432691
3,3,55,5.09064858710809
3,3,56,5.561217721007257
3,3,57,6.081133534893748
3,3,58,6.645201201816537
3,3,59,7.247784744103699
3,4,0,8.544091512607519
3,4,1,10.5
3,4,2,11.198833916527798
3,4,3,11.89068531556543
3,4,4,12.568641446629377
3,4,5,13.225928396160555
3,4,6,13.85597877022942
3,4,7,14.452497313765246
3,4,8,15.009523810663836
3,4,9,15.521492636296658
3,4,10,15.983288367392383
3,4,11,16.390296893655275
3,4,12,16.738451520430047
3,4,13,17.024273601770584
3,4,14,17.244907297920353
3,4,15,17.39814810991922
3,4,16,17.482464906228383
3,4,17,17.497015221290535
3,4,18,17.44165367316728
3,4,19,17.316933416147364
3,4,20,17.1241006138119
3,4,21,16.865081987779774
3,4,22,16.542465566542116
3,4,23,16.15947482673713
3,4,24,15.719936485237042
3,4,25,15.228242263858057
3,4,26,14.689305008727695
3,4,27,14.10850960275025
3,4,28,13.49165916163681
3,4,29,12.844917051091336
3,4,30,12.174745304497876
3,4,31,11.48784005641907
3,4,32,10.791064637033033
3,4,33,10.091380996006938
3,4,34,9.395780140997262
3,4,35,8.71121228581218
3,4,36,8.04451740617266
3,4,37,7.402356896936033
3,4,38,6.791147013640546
3,4,39,6.216994763400968
3,4,40,5.685636885712183
3,4,41,5.202382532844502
3,4,42,4.772060222549128
3,4,43,4.398969593104883
3,4,44,4.086838442753816
3,4,45,3.838785482773387
3,4,46,3.657289176344321
3,4,47,3.544162974565749
3,4,48,3.500537197051294
3,4,49,3.5268477381491152
3,4,50,3.6228317116296727
3,4,51,3.787530077358031
3,4,52,4.019297223705873
3,4,53,4.315817409958928
3,4,54,4.674127904432691
3,4,55,5.09064858710809
3,4,56,5.561217721007257
3,4,57,6.081133534893748
3,4,58,6.645201201816537
3,4,59,7.247784744103699
3,5,0,10.985260516209667
3,5,1,13.5
3,5,2,14.398500749821453
3,5,3,15.288023977155552
3,5,4,16.159681859952055
3,5,5,17.004765080777855
3,5,6,17.814829847437828
3,5,7,18.58178226055532
3,5,8,19.29795918513922
3,5,9,19.956204818095703
3,5,10,20.54994218664735
3,5,11,21.073238863271072
3,5,12,21.52086624055292
3,5,13,21.888351773705036
3,5,14,22.172023668754736
3,5,15,22.36904756989614
3,5,16,22.47745487943649
3,5,17,22.496162427373545
3,5,18,22.42498329407222
3,5,19,22.264628677903758
3,5,20,22.016700789186732
3,5,21,21.683676841431136
3,5,22,21.268884299839865
3,5,23,20.77646763437631
3,5,24,20.211346909590482
3,5,25,19.57916862496036
3,5,26,18.88624929693561
3,5,27,18.13951234639318
3,5,28,17.34641892210447
3,5,29,16.514893351403146
3,5,30,15.653243962925842
3,5,31,14.770080072538804
3,5,32,13.874225961899613
3,5,33,12.974632709151779
3,5,34,12.080288752710766
3,5,35,11.20013008175852
3,5,36,10.342950950793421
3,5,37,9.517316010346327
3,5,38,8.731474731823559
3,5,39,7.993278981515529
3,5,40,7.310104567344236
3,5,41,6.688777542228645
3,5,42,6.135506000420308
3,5,43,5.655818048277706
3,5,44,5.254506569254906
3,5,45,4.935581334994355
3,5,46,4.702228941014127
3,5,47,4.55678096729882
3,5,48,4.500690681923093
3,5,49,4.534518520477434
3,5,50,4.657926486381008
3,5,51,4.869681528031754
3,5,52,5.1676678590504075
3,5,53,5.548908098518622
3,5,54,6.009593019984889
3,5,55,6.545119611996116
3,5,56,7.150137069866473
3,5,57,7.818600259149106
3,5,58,8.543830116621262
3,5,59,9.318580385276183
3,6,0,8.544091512607519
3,6,1,10.5
3,6,2,11.198833916527798
3,6,3,11.89068531556543
3,6,4,12.568641446629377
3,6,5,13.225928396160555
3,6,6,13.85597877022942
3,6,7,14.452497313765246
3,6,8,15.009523810663836
3,6,9,15.521492636296658
3,6,10,15.983288367392383
3,6,11,16.390296893655275
3,6,12,16.738451520430047
3,6,13,17.024273601770584
3,6,14,17.244907297920353
3,6,15,17.39814810991922
3,6,16,17.482464906228383
3,6,17,17.497015221290535
3,6,18,17.44165367316728
3,6,19,17.316933416147364
3,6,20,17.1241006138119
3,6,21,16.865081987779774
3,6,22,16.542465566542116
3,6,23,16.15947482673713
3,6,24,15.719936485237042
3,6,25,15.228242263858057
3,6,26,14.689305008727695
3,6,27,14.10850960275025
3,6,28,13.49165916163681
3,6,29,12.844917051091336
3,6,30,12.174745304497876
3,6,31,11.48784005641907
3,6,32,10.791064637033033
3,6,33,10.091380996006938
3,6,34,9.395780140997262
3,6,35,8.71121228581218
3,6,36,8.04451740617266
3,6,37,7.402356896936033
3,6,38,6.791147013640546
3,6,39,6.216994763400968
3,6,40,5.685636885712183
3,6,41,5.202382532844502
3,6,42,4.772060222549128
3,6,43,4.398969593104883
3,6,44,4.086838442753816
3,6,45,3.838785482773387
3,6,46,3.657289176344321
3,6,47,3.544162974565749
3,6,48,3.500537197051294
3,6,49,3.5268477381491152
3,6,50,3.6228317116296727
3,6,51,3.787530077358031
3,6,52,4.019297223705873
3,6,53,4.315817409958928
3,6,54,4.674127904432691
3,6,55,5.09064858710809
3,6,56,5.561217721007257
3,6,57,6.081133534893748
3,6,58,6.645201201816537
3,6,59,7.247784744103699
3,7,0,6.102922509005371
3,7,1,7.5
3,7,2,7.999167083234141
3,7,3,8.493346653975307
3,7,4,8.977601033306698
3,7,5,9.447091711543253
3,7,6,9.897127693021016
3,7,7,10.323212366975177
3,7,8,10.721088436188456
3,7,9,11.086780454497614
3,7,10,11.416634548137417
3,7,11,11.707354924039484
3,7,12,11.956036800307178
3,7,13,12.160195429836131
3,7,14,12.317790927085966
3,7,15,12.4272486499423
3,7,16,12.487474933020273
3,7,17,12.497868015207525
3,7,18,12.458324052262345
3,7,19,12.369238154390976
3,7,20,12.231500438437074
3,7,21,12.046487134128409
3,7,22,11.81604683324437
3,7,23,11.54248201909795
3,7,24,11.2285260608836
3,7,25,10.877315902755756
3,7,26,10.492360720519782
3,7,27,10.077506859107322
3,7,28,9.63689940116915
3,7,29,9.174940750779525
3,7,30,8.696246646069913
3,7,31,8.205600040299336
3,7,32,7.707903312166452
3,7,33,7.2081292828620995
3,7,34,6.711271529283759
3,7,35,6.222294489865844
3,7,36,5.7460838615519005
3,7,37,5.287397783525738
3,7,38,4.850819295457533
3,7,39,4.4407105452864055
3,7,40,4.061169204080131
3,7,41,3.7159875234603583
3,7,42,3.4086144446779487
3,7,43,3.142121137932059
3,7,44,2.9191703162527256
3,7,45,2.7419896305524194
3,7,46,2.612349411674515
3,7,47,2.531544981832678
3,7,48,2.500383712179496
3,7,49,2.5191769558207966
3,7,50,2.5877369368783376
3,7,51,2.7053786266843076
3,7,52,2.8709265883613377
3,7,53,3.082726721399234
3,7,54,3.3386627888804936
3,7,55,3.6361775622200643
3,7,56,3.9722983721480403
3,7,57,4.343666810638392
3,7,58,4.746572287011812
3,7,59,5.176989102931213
3,8,0,12.205845018010741
3,8,1,15.0
3,8,2,15.998334166468283
3,8,3,16.986693307950613
3,8,4,17.955202066613396
3,8,5,18.894183423086506
3,8,6,19.794255386042032
3,8,7,20.646424733950354
3,8,8,21.442176872376912
3,8,9,22.173560908995228
3,8,10,22.833269096274833
3,8,11,23.414709848078967
3,8,12,23.912073600614356
3,8,13,24.320390859672262
3,8,14,24.63558185417193
3,8,15,24.8544972998846
3,8,16,24.974949866040546
3,8,17,24.99573603041505
3,8,18,24.91664810452469
3,8,19,24.73847630878195
3,8,20,24.463000876874148
3,8,21,24.092974268256818
3,8,22,23.63209366648874
3,8,23,23.0849640381959
3,8,24,22.4570521217672
3,8,25,21.75463180551151
3,8,26,20.984721441039564
3,8,27,20.155013718214644
3,8,28,19.2737988023383
3,8,29,18.34988150155905
3,8,30,17.392493292139825
3,8,31,16.41120008059867
3,8,32,15.415806624332903
3,8,33,14.416258565724199
3,8,34,13.422543058567518
3,8,35,12.444588979731687
3,8,36,11.492167723103801
3,8,37,10.574795567051476
3,8,38,9.701638590915065
3,8,39,8.881421090572811
3,8,40,8.122338408160262
3,8,41,7.431975046920717
3,8,42,6.817228889355897
3,8,43,6.284242275864118
3,8,44,5.838340632505451
3,8,45,5.483979261104839
3,8,46,5.22469882334903
3,8,47,5.063089963665356
3,8,48,5.000767424358992
3,8,49,5.038353911641593
3,8,50,5.175473873756675
3,8,51,5.410757253368615
3,8,52,5.7418531767226755
3,8,53,6.165453442798468
3,8,54,6.677325577760987
3,8,55,7.2723551244401285
3,8,56,7.9445967442960805
3,8,57,8.687333621276784
3,8,58,9.493144574023624
3,8,59,10.353978205862425
3,9,0,9.764676014408593
3,9,1,12.0
3,9,2,12.798667333174626
3,9,3,13.58935464636049
3,9,4,14.364161653290717
3,9,5,15.115346738469205
3,9,6,15.835404308833624
3,9,7,16.517139787160282
3,9,8,17.153741497901528
3,9,9,17.73884872719618
3,9,10,18.266615277019866
3,9,11,18.731767878463174
3,9,12,19.129658880491483
3,9,13,19.45631268773781
3,9,14,19.708465483337545
3,9,15,19.88359783990768
3,9,16,19.979959892832436
3,9,17,19.99658882433204
3,9,18,19.93331848361975
3,9,19,19.79078104702556
3,9,20,19.570400701499317
3,9,21,19.274379414605455
3,9,22,18.90567493319099
3,9,23,18.46797123055672
3,9,24,17.965641697413762
3,9,25,17.40370544440921
3,9,26,16.78777715283165
3,9,27,16.124010974571714
3,9,28,15.419039041870638
3,9,29,14.67990520124724
3,9,30,13.913994633711859
3,9,31,13.128960064478937
3,9,32,12.332645299466323
3,9,33,11.533006852579359
3,9,34,10.738034446854014
3,9,35,9.95567118378535
3,9,36,9.19373417848304
3,9,37,8.45983645364118
3,9,38,7.761310872732053
3,9,39,7.105136872458249
3,9,40,6.49787072652821
3,9,41,5.9455800375365735
3,9,42,5.453783111484718
3,9,43,5.0273938206912945
3,9,44,4.670672506004361
3,9,45,4.387183408883871
3,9,46,4.179759058679224
3,9,47,4.050471970932285
3,9,48,4.000613939487193
3,9,49,4.0306831293132745
3,9,50,4.14037909900534
3,9,51,4.328605802694892
3,9,52,4.59348254137814
3,9,53,4.932362754238775
3,9,54,5.34186046220879
3,9,55,5.817884099552103
3,9,56,6.355677395436865
3,9,57,6.949866897021427
3,9,58,7.594515659218899
3,9,59,8.283182564689941
3,10,0,10.985260516209667
3,10,1,13.5
3,10,2,14.398500749821453
3,10,3,15.288023977155552
3,10,4,16.159681859952055
3,10,5,17.004765080777855
3,10,6,17.814829847437828
3,10,7,18.58178226055532
3,10,8,19.29795918513922
3,10,9,19.956204818095703
3,10,10,20.54994218664735
3,10,11,21.073238863271072
3,10,12,21.52086624055292
3,10,13,21.888351773705036
3,10,14,22.172023668754736
3,10,15,22.36904756989614
3,10,16,22.47745487943649
3,10,17,22.496162427373545
3,10,18,22.42498329407222
3,10,19,22.264628677903758
3,10,20,22.016700789186732
3,10,21,21.683676841431136
3,10,22,21.268884299839865
3,10,23,20.77646763437631
3,10,24,20.211346909590482
3,10,25,19.57916862496036
3,10,26,18.88624929693561
3,10,27,18.13951234639318
3,10,28,17.34641892210447
3,10,29,16.514893351403146
3,10,30,15.653243962925842
3,10,31,14.770080072538804
3,10,32,13.874225961899613
