i,j,n,value
1,8,18,170.0
1,8,19,180.0
1,8,20,190.0
1,8,21,200.0
1,8,22,210.0
1,8,23,220.0
1,8,24,230.0
1,8,25,240.0
1,8,26,250.0
1,8,27,260.0
1,8,28,270.0
1,8,29,280.0
1,8,30,290.0
1,8,31,300.0
1,8,32,310.0
1,8,33,320.0
1,8,34,330.0
1,8,35,340.0
1,8,36,350.0
1,8,37,360.0
1,8,38,370.0
1,8,39,380.0
1,8,40,390.0
1,8,41,400.0
1,8,42,410.0
1,8,43,420.0
1,8,44,430.0
1,8,45,440.0
1,8,46,450.0
1,8,47,460.0
1,8,48,470.0
1,8,49,480.0
1,8,50,490.0
1,8,51,500.0
1,8,52,510.0
1,8,53,520.0
1,8,54,530.0
1,8,55,540.0
1,8,56,550.0
1,8,57,560.0
1,8,58,570.0
1,8,59,580.0
1,9,0,600.0
1,9,1,0.0
1,9,2,10.0
1,9,3,20.0
1,9,4,30.0
1,9,5,40.0
1,9,6,50.0
1,9,7,60.0
1,9,8,70.0
1,9,9,80.0
1,9,10,90.0
1,9,11,100.0
1,9,12,110.0
1,9,13,120.0
1,9,14,130.0
1,9,15,140.0
1,9,16,150.0
1,9,17,160.0
1,9,18,170.0
1,9,19,180.0
1,9,20,190.0
1,9,21,200.0
1,9,22,210.0
1,9,23,220.0
1,9,24,230.0
1,9,25,240.0
1,9,26,250.0
1,9,27,260.0
1,9,28,270.0
1,9,29,280.0
1,9,30,290.0
1,9,31,300.0
1,9,32,310.0
1,9,33,320.0
1,9,34,330.0
1,9,35,340.0
1,9,36,350.0
1,9,37,360.0
1,9,38,370.0
1,9,39,380.0
1,9,40,390.0
1,9,41,400.0
1,9,42,410.0
1,9,43,420.0
1,9,44,430.0
1,9,45,440.0
1,9,46,450.0
1,9,47,460.0
1,9,48,470.0
1,9,49,480.0
1,9,50,490.0
1,9,51,500.0
1,9,52,510.0
1,9,53,520.0
1,9,54,530.0
1,9,55,540.0
1,9,56,550.0
1,9,57,560.0
1,9,58,570.0
1,9,59,580.0
1,10,0,900.0
1,10,1,0.0
1,10,2,15.0
1,10,3,30.0
1,10,4,45.0
1,10,5,60.0
1,10,6,75.0
1,10,7,90.0
1,10,8,105.0
1,10,9,120.0
1,10,10,135.0
1,10,11,150.0
1,10,12,165.0
1,10,13,180.0
1,10,14,195.0
1,10,15,210.0
1,10,16,225.0
1,10,17,240.0
1,10,18,255.0
1,10,19,270.0
1,10,20,285.0
1,10,21,300.0
1,10,22,315.0
1,10,23,330.0
1,10,24,345.0
1,10,25,360.0
1,10,26,375.0
1,10,27,390.0
1,10,28,405.0
1,10,29,420.0
1,10,30,435.0
1,10,31,450.0
1,10,32,465.0
1,10,33,480.0
1,10,34,495.0
1,10,35,510.0
1,10,36,525.0
1,10,37,540.0
1,10,38,555.0
1,10,39,570.0
1,10,40,585.0
1,10,41,600.0
1,10,42,615.0
1,10,43,630.0
1,10,44,645.0
1,10,45,660.0
1,10,46,675.0
1,10,47,690.0
1,10,48,705.0
1,10,49,720.0
1,10,50,735.0
1,10,51,750.0
1,10,52,765.0
1,10,53,780.0
1,10,54,795.0
1,10,55,810.0
1,10,56,825.0
1,10,57,840.0
1,10,58,855.0
1,10,59,870.0
1,11,0,780.0
1,11,1,0.0
1,11,2,13.0
1,11,3,26.0
1,11,4,39.0
1,11,5,52.0
1,11,6,65.0
1,11,7,78.0
1,11,8,91.0
1,11,9,104.0
1,11,10,117.0
1,11,11,130.0
1,11,12,143.0
1,11,13,156.0
1,11,14,169.0
1,11,15,182.0
1,11,16,195.0
1,11,17,208.0
1,11,18,221.0
1,11,19,234.0
1,11,20,247.0
1,11,21,260.0
1,11,22,273.0
1,11,23,286.0
1,11,24,299.0
1,11,25,312.0
1,11,26,325.0
1,11,27,338.0
1,11,28,351.0
1,11,29,364.0
1,11,30,377.0
1,11,31,390.0
1,11,32,403.0
1,11,33,416.0
1,11,34,429.0
1,11,35,442.0
1,11,36,455.0
1,11,37,468.0
1,11,38,481.0
1,11,39,494.0
1,11,40,507.0
1,11,41,520.0
1,11,42,533.0
1,11,43,546.0
1,11,44,559.0
1,11,45,572.0
1,11,46,585.0
1,11,47,598.0
1,11,48,611.0
1,11,49,624.0
1,11,50,637.0
1,11,51,650.0
1,11,52,663.0
1,11,53,676.0
1,11,54,689.0
1,11,55,702.0
1,11,56,715.0
1,11,57,728.0
1,11,58,741.0
1,11,59,754.0
1,12,0,600.0
1,12,1,0.0
1,12,2,10.0
1,12,3,20.0
1,12,4,30.0
1,12,5,40.0
1,12,6,50.0
1,12,7,60.0
1,12,8,70.0
1,12,9,80.0
1,12,10,90.0
1,12,11,100.0
1,12,12,110.0
1,12,13,120.0
1,12,14,130.0
1,12,15,140.0
1,12,16,150.0
1,12,17,160.0
1,12,18,170.0
1,12,19,180.0
1,12,20,190.0
1,12,21,200.0
1,12,22,210.0
1,12,23,220.0
1,12,24,230.0
1,12,25,240.0
1,12,26,250.0
1,12,27,260.0
1,12,28,270.0
1,12,29,280.0
1,12,30,290.0
1,12,31,300.0
1,12,32,310.0
1,12,33,320.0
1,12,34,330.0
1,12,35,340.0
1,12,36,350.0
1,12,37,360.0
1,12,38,370.0
1,12,39,380.0
1,12,40,390.0
1,12,41,400.0
1,12,42,410.0
1,12,43,420.0
1,12,44,430.0
1,12,45,440.0
1,12,46,450.0
1,12,47,460.0
1,12,48,470.0
1,12,49,480.0
1,12,50,490.0
1,12,51,500.0
1,12,52,510.0
1,12,53,520.0
1,12,54,530.0
1,12,55,540.0
1,12,56,550.0
1,12,57,560.0
1,12,58,570.0
1,12,59,580.0
1,13,0,840.0
1,13,1,0.0
1,13,2,14.0
1,13,3,28.0
1,13,4,42.0
1,13,5,56.0
1,13,6,70.0
1,13,7,84.0
1,13,8,98.0
1,13,9,112.0
1,13,10,126.0
1,13,11,140.0
1,13,12,154.0
1,13,13,168.0
1,13,14,182.0
1,13,15,196.0
1,13,16,210.0
1,13,17,224.0
1,13,18,238.0
1,13,19,252.0
1,13,20,266.0
1,13,21,280.0
1,13,22,294.0
1,13,23,308.0
1,13,24,322.0
1,13,25,336.0
1,13,26,350.0
1,13,27,364.0
1,13,28,378.0
1,13,29,392.0
1,13,30,406.0
1,13,31,420.0
1,13,32,434.0
1,13,33,448.0
1,13,34,462.0
1,13,35,476.0
1,13,36,490.0
1,13,37,504.0
1,13,38,518.0
1,13,39,532.0
1,13,40,546.0
1,13,41,560.0
1,13,42,574.0
1,13,43,588.0
1,13,44,602.0
1,13,45,616.0
1,13,46,630.0
1,13,47,644.0
1,13,48,658.0
1,13,49,672.0
1,13,50,686.0
1,13,51,700.0
1,13,52,714.0
1,13,53,728.0
1,13,54,742.0
1,13,55,756.0
1,13,56,770.0
1,13,57,784.0
1,13,58,798.0
1,13,59,812.0
1,14,0,660.0
1,14,1,0.0
1,14,2,11.0
1,14,3,22.0
1,14,4,33.0
1,14,5,44.0
1,14,6,55.0
1,14,7,66.0
1,14,8,77.0
1,14,9,88.0
1,14,10,99.0
1,14,11,110.0
1,14,12,121.0
1,14,13,132.0
1,14,14,143.0
1,14,15,154.0
1,14,16,165.0
1,14,17,176.0
1,14,18,187.0
1,14,19,198.0
1,14,20,209.0
1,14,21,220.0
1,14,22,231.0
1,14,23,242.0
1,14,24,253.0
1,14,25,264.0
1,14,26,275.0
1,14,27,286.0
1,14,28,297.0
1,14,29,308.0
1,14,30,319.0
1,14,31,330.0
1,14,32,341.0
1,14,33,352.0
1,14,34,363.0
1,14,35,374.0
1,14,36,385.0
1,14,37,396.0
1,14,38,407.0
1,14,39,418.0
1,14,40,429.0
1,14,41,440.0
1,14,42,451.0
1,14,43,462.0
1,14,44,473.0
1,14,45,484.0
1,14,46,495.0
1,14,47,506.0
1,14,48,517.0
1,14,49,528.0
1,14,50,539.0
1,14,51,550.0
1,14,52,561.0
1,14,53,572.0
1,14,54,583.0
1,14,55,594.0
1,14,56,605.0
1,14,57,616.0
1,14,58,627.0
1,14,59,638.0
2,0,0,660.0
2,0,1,0.0
2,0,2,11.0
2,0,3,22.0
2,0,4,33.0
2,0,5,44.0
2,0,6,55.0
2,0,7,66.0
2,0,8,77.0
2,0,9,88.0
2,0,10,99.0
2,0,11,110.0
2,0,12,121.0
2,0,13,132.0
2,0,14,143.0
2,0,15,154.0
2,0,16,165.0
2,0,17,176.0
2,0,18,187.0
2,0,19,198.0
2,0,20,209.0
2,0,21,220.0
2,0,22,231.0
2,0,23,242.0
2,0,24,253.0
2,0,25,264.0
2,0,26,275.0
2,0,27,286.0
2,0,28,297.0
2,0,29,308.0
2,0,30,319.0
2,0,31,330.0
2,0,32,341.0
2,0,33,352.0
2,0,34,363.0
2,0,35,374.0
2,0,36,385.0
2,0,37,396.0
2,0,38,407.0
2,0,39,418.0
2,0,40,429.0
2,0,41,440.0
2,0,42,451.0
2,0,43,462.0
2,0,44,473.0
2,0,45,484.0
2,0,46,495.0
2,0,47,506.0
2,0,48,517.0
2,0,49,528.0
2,0,50,539.0
2,0,51,550.0
2,0,52,561.0
2,0,53,572.0
2,0,54,583.0
2,0,55,594.0
2,0,56,605.0
2,0,57,616.0
2,0,58,627.0
2,0,59,638.0
2,1,0,900.0
2,1,1,0.0
2,1,2,15.0
2,1,3,30.0
2,1,4,45.0
2,1,5,60.0
2,1,6,75.0
2,1,7,90.0
2,1,8,105.0
2,1,9,120.0
2,1,10,135.0
2,1,11,150.0
2,1,12,165.0
2,1,13,180.0
2,1,14,195.0
2,1,15,210.0
2,1,16,225.0
2,1,17,240.0
2,1,18,255.0
2,1,19,270.0
2,1,20,285.0
2,1,21,300.0
2,1,22,315.0
2,1,23,330.0
2,1,24,345.0
2,1,25,360.0
2,1,26,375.0
2,1,27,390.0
2,1,28,405.0
2,1,29,420.0
2,1,30,435.0
2,1,31,450.0
2,1,32,465.0
2,1,33,480.0
2,1,34,495.0
2,1,35,510.0
2,1,36,525.0
2,1,37,540.0
2,1,38,555.0
2,1,39,570.0
2,1,40,585.0
2,1,41,600.0
2,1,42,615.0
2,1,43,630.0
2,1,44,645.0
2,1,45,660.0
2,1,46,675.0
2,1,47,690.0
2,1,48,705.0
2,1,49,720.0
2,1,50,735.0
2,1,51,750.0
2,1,52,765.0
2,1,53,780.0
2,1,54,795.0
2,1,55,810.0
2,1,56,825.0
2,1,57,840.0
2,1,58,855.0
2,1,59,870.0
2,2,0,780.0
2,2,1,0.0
2,2,2,13.0
2,2,3,26.0
2,2,4,39.0
2,2,5,52.0
2,2,6,65.0
2,2,7,78.0
2,2,8,91.0
2,2,9,104.0
2,2,10,117.0
2,2,11,130.0
2,2,12,143.0
2,2,13,156.0
2,2,14,169.0
2,2,15,182.0
2,2,16,195.0
2,2,17,208.0
2,2,18,221.0
2,2,19,234.0
2,2,20,247.0
2,2,21,260.0
2,2,22,273.0
2,2,23,286.0
2,2,24,299.0
2,2,25,312.0
2,2,26,325.0
2,2,27,338.0
2,2,28,351.0
2,2,29,364.0
2,2,30,377.0
2,2,31,390.0
2,2,32,403.0
2,2,33,416.0
2,2,34,429.0
2,2,35,442.0
2,2,36,455.0
2,2,37,468.0
2,2,38,481.0
2,2,39,494.0
2,2,40,507.0
2,2,41,520.0
2,2,42,533.0
2,2,43,546.0
2,2,44,559.0
2,2,45,572.0
2,2,46,585.0
2,2,47,598.0
2,2,48,611.0
2,2,49,624.0
2,2,50,637.0
2,2,51,650.0
2,2,52,663.0
2,2,53,676.0
2,2,54,689.0
2,2,55,702.0
2,2,56,715.0
2,2,57,728.0
2,2,58,741.0
2,2,59,754.0
2,3,0,840.0
2,3,1,0.0
2,3,2,14.0
2,3,3,28.0
2,3,4,42.0
2,3,5,56.0
2,3,6,70.0
2,3,7,84.0
2,3,8,98.0
2,3,9,112.0
2,3,10,126.0
2,3,11,140.0
2,3,12,154.0
2,3,13,168.0
2,3,14,182.0
2,3,15,196.0
2,3,16,210.0
2,3,17,224.0
2,3,18,238.0
2,3,19,252.0
2,3,20,266.0
2,3,21,280.0
2,3,22,294.0
2,3,23,308.0
2,3,24,322.0
2,3,25,336.0
2,3,26,350.0
2,3,27,364.0
2,3,28,378.0
2,3,29,392.0
2,3,30,406.0
2,3,31,420.0
2,3,32,434.0
2,3,33,448.0
2,3,34,462.0
2,3,35,476.0
2,3,36,490.0
2,3,37,504.0
2,3,38,518.0
2,3,39,532.0
2,3,40,546.0
2,3,41,560.0
2,3,42,574.0
2,3,43,588.0
2,3,44,602.0
2,3,45,616.0
2,3,46,630.0
2,3,47,644.0
2,3,48,658.0
2,3,49,672.0
2,3,50,686.0
2,3,51,700.0
2,3,52,714.0
2,3,53,728.0
2,3,54,742.0
2,3,55,756.0
2,3,56,770.0
2,3,57,784.0
2,3,58,798.0
2,3,59,812.0
2,4,0,660.0
2,4,1,0.0
2,4,2,11.0
2,4,3,22.0
2,4,4,33.0
2,4,5,44.0
2,4,6,55.0
2,4,7,66.0
2,4,8,77.0
2,4,9,88.0
2,4,10,99.0
2,4,11,110.0
2,4,12,121.0
2,4,13,132.0
2,4,14,143.0
2,4,15,154.0
2,4,16,165.0
2,4,17,176.0
2,4,18,187.0
2,4,19,198.0
2,4,20,209.0
2,4,21,220.0
2,4,22,231.0
2,4,23,242.0
2,4,24,253.0
2,4,25,264.0
2,4,26,275.0
2,4,27,286.0
2,4,28,297.0
2,4,29,308.0
2,4,30,319.0
2,4,31,330.0
2,4,32,341.0
2,4,33,352.0
2,4,34,363.0
2,4,35,374.0
2,4,36,385.0
2,4,37,396.0
2,4,38,407.0
2,4,39,418.0
2,4,40,429.0
2,4,41,440.0
2,4,42,451.0
2,4,43,462.0
2,4,44,473.0
2,4,45,484.0
2,4,46,495.0
2,4,47,506.0
2,4,48,517.0
2,4,49,528.0
2,4,50,539.0
2,4,51,550.0
2,4,52,561.0
2,4,53,572.0
2,4,54,583.0
2,4,55,594.0
2,4,56,605.0
2,4,57,616.0
2,4,58,627.0
2,4,59,638.0
2,5,0,720.0
2,5,1,0.0
2,5,2,12.0
2,5,3,24.0
2,5,4,36.0
2,5,5,48.0
2,5,6,60.0
2,5,7,72.0
2,5,8,84.0
2,5,9,96.0
2,5,10,108.0
2,5,11,120.0
2,5,12,132.0
2,5,13,144.0
2,5,14,156.0
2,5,15,168.0
2,5,16,180.0
2,5,17,192.0
2,5,18,204.0
2,5,19,216.0
2,5,20,228.0
2,5,21,240.0
2,5,22,252.0
2,5,23,264.0
2,5,24,276.0
2,5,25,288.0
2,5,26,300.0
2,5,27,312.0
2,5,28,324.0
2,5,29,336.0
2,5,30,348.0
2,5,31,360.0
2,5,32,372.0
2,5,33,384.0
2,5,34,396.0
2,5,35,408.0
2,5,36,420.0
2,5,37,432.0
2,5,38,444.0
2,5,39,456.0
2,5,40,468.0
2,5,41,480.0
2,5,42,492.0
2,5,43,504.0
2,5,44,516.0
2,5,45,528.0
2,5,46,540.0
2,5,47,552.0
2,5,48,564.0
2,5,49,576.0
2,5,50,588.0
2,5,51,600.0
2,5,52,612.0
2,5,53,624.0
2,5,54,636.0
2,5,55,648.0
2,5,56,660.0
2,5,57,672.0
2,5,58,684.0
2,5,59,696.0
2,6,0,840.0
2,6,1,0.0
2,6,2,14.0
2,6,3,28.0
2,6,4,42.0
2,6,5,56.0
2,6,6,70.0
2,6,7,84.0
2,6,8,98.0
2,6,9,112.0
2,6,10,126.0
2,6,11,140.0
2,6,12,154.0
2,6,13,168.0
2,6,14,182.0
2,6,15,196.0
2,6,16,210.0
2,6,17,224.0
2,6,18,238.0
2,6,19,252.0
2,6,20,266.0
2,6,21,280.0
2,6,22,294.0
2,6,23,308.0
2,6,24,322.0
2,6,25,336.0
2,6,26,350.0
2,6,27,364.0
2,6,28,378.0
2,6,29,392.0
2,6,30,406.0
2,6,31,420.0
2,6,32,434.0
2,6,33,448.0
2,6,34,462.0
2,6,35,476.0
2,6,36,490.0
2,6,37,504.0
2,6,38,518.0
2,6,39,532.0
2,6,40,546.0
2,6,41,560.0
2,6,42,574.0
2,6,43,588.0
2,6,44,602.0
2,6,45,616.0
2,6,46,630.0
2,6,47,644.0
2,6,48,658.0
2,6,49,672.0
2,6,50,686.0
2,6,51,700.0
2,6,52,714.0
2,6,53,728.0
2,6,54,742.0
2,6,55,756.0
2,6,56,770.0
2,6,57,784.0
2,6,58,798.0
2,6,59,812.0
2,7,0,840.0
2,7,1,0.0
2,7,2,14.0
2,7,3,28.0
2,7,4,42.0
2,7,5,56.0
2,7,6,70.0
2,7,7,84.0
2,7,8,98.0
2,7,9,112.0
2,7,10,126.0
2,7,11,140.0
2,7,12,154.0
2,7,13,168.0
2,7,14,182.0
2,7,15,196.0
2,7,16,210.0
2,7,17,224.0
2,7,18,238.0
2,7,19,252.0
2,7,20,266.0
2,7,21,280.0
2,7,22,294.0
2,7,23,308.0
2,7,24,322.0
2,7,25,336.0
2,7,26,350.0
2,7,27,364.0
2,7,28,378.0
2,7,29,392.0
2,7,30,406.0
2,7,31,420.0
2,7,32,434.0
2,7,33,448.0
2,7,34,462.0
2,7,35,476.0
2,7,36,490.0
2,7,37,504.0
2,7,38,518.0
2,7,39,532.0
2,7,40,546.0
2,7,41,560.0
2,7,42,574.0
2,7,43,588.0
2,7,44,602.0
2,7,45,616.0
2,7,46,630.0
2,7,47,644.0
2,7,48,658.0
2,7,49,672.0
2,7,50,686.0
2,7,51,700.0
2,7,52,714.0
2,7,53,728.0
2,7,54,742.0
2,7,55,756.0
2,7,56,770.0
2,7,57,784.0
2,7,58,798.0
2,7,59,812.0
2,8,0,780.0
2,8,1,0.0
2,8,2,13.0
2,8,3,26.0
2,8,4,39.0
2,8,5,52.0
2,8,6,65.0
2,8,7,78.0
2,8,8,91.0
2,8,9,104.0
2,8,10,117.0
2,8,11,130.0
2,8,12,143.0
2,8,13,156.0
2,8,14,169.0
2,8,15,182.0
2,8,16,195.0
2,8,17,208.0
2,8,18,221.0
2,8,19,234.0
2,8,20,247.0
2,8,21,260.0
2,8,22,273.0
2,8,23,286.0
2,8,24,299.0
2,8,25,312.0
2,8,26,325.0
2,8,27,338.0
2,8,28,351.0
2,8,29,364.0
2,8,30,377.0
2,8,31,390.0
2,8,32,403.0
2,8,33,416.0
2,8,34,429.0
2,8,35,442.0
2,8,36,455.0
2,8,37,468.0
2,8,38,481.0
2,8,39,494.0
2,8,40,507.0
2,8,41,520.0
2,8,42,533.0
2,8,43,546.0
2,8,44,559.0
2,8,45,572.0
2,8,46,585.0
2,8,47,598.0
2,8,48,611.0
2,8,49,624.0
2,8,50,637.0
2,8,51,650.0
2,8,52,663.0
2,8,53,676.0
2,8,54,689.0
2,8,55,702.0
2,8,56,715.0
2,8,57,728.0
2,8,58,741.0
2,8,59,754.0
2,9,0,660.0
2,9,1,0.0
2,9,2,11.0
2,9,3,22.0
2,9,4,33.0
2,9,5,44.0
2,9,6,55.0
2,9,7,66.0
2,9,8,77.0
2,9,9,88.0
2,9,10,99.0
2,9,11,110.0
2,9,12,121.0
2,9,13,132.0
2,9,14,143.0
2,9,15,154.0
2,9,16,165.0
2,9,17,176.0
2,9,18,187.0
2,9,19,198.0
2,9,20,209.0
2,9,21,220.0
2,9,22,231.0
2,9,23,242.0
2,9,24,253.0
2,9,25,264.0
2,9,26,275.0
2,9,27,286.0
2,9,28,297.0
2,9,29,308.0
2,9,30,319.0
2,9,31,330.0
2,9,32,341.0
2,9,33,352.0
2,9,34,363.0
2,9,35,374.0
2,9,36,385.0
2,9,37,396.0
2,9,38,407.0
2,9,39,418.0
2,9,40,429.0
2,9,41,440.0
2,9,42,451.0
2,9,43,462.0
2,9,44,473.0
2,9,45,484.0
2,9,46,495.0
2,9,47,506.0
2,9,48,517.0
2,9,49,528.0
2,9,50,539.0
2,9,51,550.0
2,9,52,561.0
2,9,53,572.0
2,9,54,583.0
2,9,55,594.0
2,9,56,605.0
2,9,57,616.0
2,9,58,627.0
2,9,59,638.0
2,10,0,840.0
2,10,1,0.0
2,10,2,14.0
2,10,3,28.0
2,10,4,42.0
2,10,5,56.0
2,10,6,70.0
2,10,7,84.0
2,10,8,98.0
2,10,9,112.0
2,10,10,126.0
2,10,11,140.0
2,10,12,154.0
2,10,13,168.0
2,10,14,182.0
2,10,15,196.0
2,10,16,210.0
2,10,17,224.0
2,10,18,238.0
2,10,19,252.0
2,10,20,266.0
2,10,21,280.0
2,10,22,294.0
2,10,23,308.0
2,10,24,322.0
2,10,25,336.0
2,10,26,350.0
2,10,27,364.0
2,10,28,378.0
2,10,29,392.0
2,10,30,406.0
2,10,31,420.0
2,10,32,434.0
2,10,33,448.0
2,10,34,462.0
2,10,35,476.0
2,10,36,490.0
2,10,37,504.0
2,10,38,518.0
2,10,39,532.0
2,10,40,546.0
2,10,41,560.0
2,10,42,574.0
2,10,43,588.0
2,10,44,602.0
2,10,45,616.0
2,10,46,630.0
2,10,47,644.0
2,10,48,658.0
2,10,49,672.0
2,10,50,686.0
2,10,51,700.0
2,10,52,714.0
2,10,53,728.0
2,10,54,742.0
2,10,55,756.0
2,10,56,770.0
2,10,57,784.0
2,10,58,798.0
2,10,59,812.0
2,11,0,900.0
2,11,1,0.0
2,11,2,15.0
2,11,3,30.0
2,11,4,45.0
2,11,5,60.0
2,11,6,75.0
2,11,7,90.0
2,11,8,105.0
2,11,9,120.0
2,11,10,135.0
2,11,11,150.0
2,11,12,165.0
2,11,13,180.0
2,11,14,195.0
2,11,15,210.0
2,11,16,225.0
2,11,17,240.0
2,11,18,255.0
2,11,19,270.0
2,11,20,285.0
2,11,21,300.0
2,11,22,315.0
2,11,23,330.0
2,11,24,345.0
2,11,25,360.0
2,11,26,375.0
2,11,27,390.0
2,11,28,405.0
2,11,29,420.0
2,11,30,435.0
2,11,31,450.0
2,11,32,465.0
2,11,33,480.0
2,11,34,495.0
2,11,35,510.0
2,11,36,525.0
2,11,37,540.0
2,11,38,555.0
2,11,39,570.0
2,11,40,585.0
2,11,41,600.0
2,11,42,615.0
2,11,43,630.0
2,11,44,645.0
2,11,45,660.0
2,11,46,675.0
2,11,47,690.0
2,11,48,705.0
2,11,49,720.0
2,11,50,735.0
2,11,51,750.0
2,11,52,765.0
2,11,53,780.0
2,11,54,795.0
2,11,55,810.0
2,11,56,825.0
2,11,57,840.0
2,11,58,855.0
2,11,59,870.0
2,12,0,900.0
2,12,1,0.0
2,12,2,15.0
2,12,3,30.0
2,12,4,45.0
2,12,5,60.0
2,12,6,75.0
2,12,7,90.0
2,12,8,105.0
2,12,9,120.0
2,12,10,135.0
2,12,11,150.0
2,12,12,165.0
2,12,13,180.0
2,12,14,195.0
2,12,15,210.0
2,12,16,225.0
2,12,17,240.0
2,12,18,255.0
2,12,19,270.0
2,12,20,285.0
2,12,21,300.0
2,12,22,315.0
2,12,23,330.0
2,12,24,345.0
2,12,25,360.0
2,12,26,375.0
2,12,27,390.0
2,12,28,405.0
2,12,29,420.0
2,12,30,435.0
2,12,31,450.0
2,12,32,465.0
2,12,33,480.0
2,12,34,495.0
2,12,35,510.0
2,12,36,525.0
2,12,37,540.0
2,12,38,555.0
2,12,39,570.0
2,12,40,585.0
2,12,41,600.0
2,12,42,615.0
2,12,43,630.0
2,12,44,645.0
2,12,45,660.0
2,12,46,675.0
2,12,47,690.0
2,12,48,705.0
2,12,49,720.0
2,12,50,735.0
2,12,51,750.0
2,12,52,765.0
2,12,53,780.0
2,12,54,795.0
2,12,55,810.0
2,12,56,825.0
2,12,57,840.0
2,12,58,855.0
2,12,59,870.0
2,13,0,660.0
2,13,1,0.0
2,13,2,11.0
2,13,3,22.0
2,13,4,33.0
2,13,5,44.0
2,13,6,55.0
2,13,7,66.0
2,13,8,77.0
2,13,9,88.0
2,13,10,99.0
2,13,11,110.0
2,13,12,121.0
2,13,13,132.0
2,13,14,143.0
2,13,15,154.0
2,13,16,165.0
2,13,17,176.0
2,13,18,187.0
2,13,19,198.0
2,13,20,209.0
2,13,21,220.0
2,13,22,231.0
2,13,23,242.0
2,13,24,253.0
2,13,25,264.0
2,13,26,275.0
2,13,27,286.0
2,13,28,297.0
2,13,29,308.0
2,13,30,319.0
2,13,31,330.0
2,13,32,341.0
2,13,33,352.0
2,13,34,363.0
2,13,35,374.0
2,13,36,385.0
2,13,37,396.0
2,13,38,407.0
2,13,39,418.0
2,13,40,429.0
2,13,41,440.0
2,13,42,451.0
2,13,43,462.0
2,13,44,473.0
2,13,45,484.0
2,13,46,495.0
2,13,47,506.0
2,13,48,517.0
2,13,49,528.0
2,13,50,539.0
2,13,51,550.0
2,13,52,561.0
2,13,53,572.0
2,13,54,583.0
2,13,55,594.0
2,13,56,605.0
2,13,57,616.0
2,13,58,627.0
2,13,59,638.0
2,14,0,900.0
2,14,1,0.0
2,14,2,15.0
2,14,3,30.0
2,14,4,45.0
2,14,5,60.0
2,14,6,75.0
2,14,7,90.0
2,14,8,105.0
2,14,9,120.0
2,14,10,135.0
2,14,11,150.0
2,14,12,165.0
2,14,13,180.0
2,14,14,195.0
2,14,15,210.0
2,14,16,225.0
2,14,17,240.0
2,14,18,255.0
2,14,19,270.0
2,14,20,285.0
2,14,21,300.0
2,14,22,315.0
2,14,23,330.0
2,14,24,345.0
2,14,25,360.0
2,14,26,375.0
2,14,27,390.0
2,14,28,405.0
2,14,29,420.0
2,14,30,435.0
2,14,31,450.0
2,14,32,465.0
2,14,33,480.0
2,14,34,495.0
2,14,35,510.0
2,14,36,525.0
2,14,37,540.0
2,14,38,555.0
2,14,39,570.0
2,14,40,585.0
2,14,41,600.0
2,14,42,615.0
2,14,43,630.0
2,14,44,645.0
2,14,45,660.0
2,14,46,675.0
2,14,47,690.0
2,14,48,705.0
2,14,49,720.0
2,14,50,735.0
2,14,51,750.0
2,14,52,765.0
2,14,53,780.0
2,14,54,795.0
2,14,55,810.0
2,14,56,825.0
2,14,57,840.0
2,14,58,855.0
2,14,59,870.0
3,0,0,720.0
3,0,1,0.0
3,0,2,12.0
3,0,3,24.0
3,0,4,36.0
3,0,5,48.0
3,0,6,60.0
3,0,7,72.0
3,0,8,84.0
3,0,9,96.0
3,0,10,108.0
3,0,11,120.0
3,0,12,132.0
3,0,13,144.0
3,0,14,156.0
3,0,15,168.0
3,0,16,180.0
3,0,17,192.0
3,0,18,204.0
3,0,19,216.0
3,0,20,228.0
3,0,21,240.0
3,0,22,252.0
3,0,23,264.0
3,0,24,276.0
3,0,25,288.0
3,0,26,300.0
3,0,27,312.0
3,0,28,324.0
3,0,29,336.0
3,0,30,348.0
3,0,31,360.0
3,0,32,372.0
3,0,33,384.0
3,0,34,396.0
3,0,35,408.0
3,0,36,420.0
3,0,37,432.0
3,0,38,444.0
3,0,39,456.0
3,0,40,468.0
3,0,41,480.0
3,0,42,492.0
3,0,43,504.0
3,0,44,516.0
3,0,45,528.0
3,0,46,540.0
3,0,47,552.0
3,0,48,564.0
3,0,49,576.0
3,0,50,588.0
3,0,51,600.0
3,0,52,612.0
3,0,53,624.0
3,0,54,636.0
3,0,55,648.0
3,0,56,660.0
3,0,57,672.0
3,0,58,684.0
3,0,59,696.0
3,1,0,780.0
3,1,1,0.0
3,1,2,13.0
3,1,3,26.0
3,1,4,39.0
3,1,5,52.0
3,1,6,65.0
3,1,7,78.0
3,1,8,91.0
3,1,9,104.0
3,1,10,117.0
3,1,11,130.0
3,1,12,143.0
3,1,13,156.0
3,1,14,169.0
3,1,15,182.0
3,1,16,195.0
3,1,17,208.0
3,1,18,221.0
3,1,19,234.0
3,1,20,247.0
3,1,21,260.0
3,1,22,273.0
3,1,23,286.0
3,1,24,299.0
3,1,25,312.0
3,1,26,325.0
3,1,27,338.0
3,1,28,351.0
3,1,29,364.0
3,1,30,377.0
3,1,31,390.0
3,1,32,403.0
3,1,33,416.0
3,1,34,429.0
3,1,35,442.0
3,1,36,455.0
